site_No.	date	avg_temp	low_temp	low_temp_hhmm	high_temp	high_temp_hhmm	precipitation	max_wind_speed	avg_wind_speed	degree_of_max_wind_speed	year	month	site	PM	Li_ppm	_ppm	NH4_ppm	K_ppm	Mg_ppm	Ca_ppm	F_ppm	Cl_ppm	NO2_ppm	Br_ppm	NO3_ppm	PO4_ppm	SO4_ppm	Li	NA	NH4	K	Mg	Ca	F	Cl	NO2	Br	NO3	PO4	SO4	Li_eq	_eq	NH4_eq	K_eq	Mg_eq	Ca_eq	F_eq	Cl_eq	NO2_eq	Br_eq	NO3_eq	PO4_eq	SO4_eq	Pb	Cd	Cr	Cu	Mn	Fe	Ni	As	Be	Al	Ca_M	Mg_M	OC	EC	TC
637	2017-04-14	14.2	9.8	415	19.4	1121	0	14.8	6	210.9	2017	4	Pyeongteak	80	0	1.698	2.651	0.323	0.6	1.308	0.083	1.656	0	0	10.189	0	5.398	0	1.705	2.661	0.325	0.603	1.313	0.084	1.663	0	0	10.228	0	5.419	0	0.074	0.147	0.008	0.049	0.065	0.004	0.047	0	0	0.164	0	0.112	0.0194	0.0008	0.0058	0.0492	0.0627	2.6332	0.0145	0.0022	0	1.9222	2.0779	1.2566	6.3	1.8	8.1
637	2017-05-08	16.9	10.6	334	23.6	1207	0	6.7	2.3	227.8	2017	5	Pyeongteak	202.2	0	1.149	3.949	0.604	0.635	4.737	0.213	0.897	0	0	15.364	0	11.263	0	1.169	4.017	0.615	0.646	4.819	0.216	0.912	0	0	15.629	0	11.457	0	0.05	0.219	0.015	0.052	0.236	0.011	0.025	0	0	0.248	0	0.235	0.0399	0.0016	0.0115	0.0764	0.1542	5.6396	0.0182	0.005	0.0001	5.6668	6.0476	3.2465	11.3	1.34	12.64
637	2017-05-09	15.8	12	826	23.7	1310	6.5	10.8	2.2	104.1	2017	5	Pyeongteak	92.4	0	0.357	1.901	0.332	0.24	1.97	0.117	0.602	0	0	5.625	0	4.606	0	0.361	1.921	0.336	0.243	1.99	0.118	0.608	0	0	5.683	0	4.653	0	0.016	0.105	0.009	0.02	0.098	0.006	0.017	0	0	0.091	0	0.096	0.0242	0.0008	0.0029	0.0126	0.0754	2.1613	0.0086	0.0017	0.0001	2.1823	1.9353	1.1229	6.89	0.91	7.81
637	2017-05-10	15.9	13.6	2341	20.5	1450	2.5	7.1	2.2	284.1	2017	5	Pyeongteak	63.7	0	0.305	3.606	0.278	0.125	0.801	0.06	0.287	0	0	7.518	0	5.373	0	0.307	3.635	0.28	0.126	0.808	0.061	0.289	0	0	7.578	0	5.416	0	0.013	0.2	0.007	0.01	0.04	0.003	0.008	0	0	0.121	0	0.112	0.0201	0.0006	0.0012	0.0154	0.0245	0.7378	0.0121	0.0109	0	0.6224	0.576	0.3946	5.63	0.53	6.16
637	2017-05-11	19.2	13.5	55	26.9	1610	0	5.3	1.6	225	2017	5	Pyeongteak	115.2	0	0.58	8.08	0.414	0.19	0.905	0.08	0.531	0	0	17.79	0	10.505	0	0.588	8.196	0.42	0.193	0.918	0.081	0.539	0	0	18.045	0	10.655	0	0.025	0.448	0.011	0.016	0.045	0.004	0.015	0	0	0.287	0	0.219	0.0244	0.0009	0.0041	0.0238	0.0491	1.1462	0.0184	0.0056	0	0.9528	0.8982	0.5322	10.85	1.08	11.93
637	2017-05-12	20	15.2	2351	23	1044	0	10	2.8	236.3	2017	5	Pyeongteak	94.2	0	0.565	6.776	0.455	0.256	0.875	0.078	0.524	0	0	11.662	0	12.034	0	0.576	6.904	0.464	0.261	0.891	0.079	0.533	0	0	11.881	0	12.26	0	0.025	0.376	0.012	0.021	0.044	0.004	0.015	0	0	0.188	0	0.251	0.0275	0.0009	0.0018	0.0525	0.0403	0.9714	0.0177	0.0045	0	0.6497	0.8108	0.5259	10.12	0.89	11.01
637	2017-06-12	21.6	17.2	508	28.2	1357	0	6.6	2.4	303.8	2017	6	Pyeongteak	26.4	0	0.539	1.829	0.239	0.07	0.297	0.054	0.161	0	0	3.563	0	3.917	0	0.548	1.861	0.243	0.071	0.302	0.055	0.164	0	0	3.625	0	3.985	0	0.023	0.101	0.006	0.006	0.015	0.003	0.005	0	0	0.057	0	0.082	0.0073	0.0004	0.0016	0.0109	0.0271	0.5636	0.004	0.0025	0	0.6057	0.5756	0.2009	3.83	0.43	4.26
637	2017-06-13	19.9	16.3	2357	25.9	1338	0	7.8	1.7	289.7	2017	6	Pyeongteak	34.8	0	1.363	2.531	0.269	0.168	0.455	0.058	0.834	0	0	5.886	0	5.512	0	1.376	2.557	0.272	0.17	0.459	0.058	0.843	0	0	5.946	0	5.568	0	0.059	0.14	0.007	0.014	0.023	0.003	0.024	0	0	0.095	0	0.115	0.0081	0.0004	0.0019	0.0175	0.0281	0.5668	0.0083	0.0023	0	0.427	0.703	0.3151	1.45	0.3	1.75
637	2017-06-14	21	16.1	7	27.3	1355	0	6.5	2	272.8	2017	6	Pyeongteak	46.7	0	1.324	4.584	0.294	0.208	0.465	0.059	0.51	0	0	8.28	0	9.736	0	1.335	4.621	0.296	0.21	0.468	0.059	0.514	0	0	8.347	0	9.814	0	0.058	0.254	0.008	0.017	0.023	0.003	0.014	0	0	0.134	0	0.203	0.0139	0.0004	0.0047	0.0485	0.0285	0.7497	0.0125	0.0037	0	0.5232	3.5777	0.5351	3.01	0.82	3.83
637	2017-06-15	22.5	15.8	309	31.1	1423	0	7.2	2.4	241.9	2017	6	Pyeongteak	52.1	0	1.189	3.737	0.38	0.247	0.829	0.074	0.478	0	0	7.221	0	9.803	0	1.206	3.79	0.386	0.251	0.841	0.075	0.485	0	0	7.325	0	9.944	0	0.052	0.207	0.01	0.02	0.041	0.004	0.013	0	0	0.116	0	0.204	0.0151	0.0005	0.0029	0.0619	0.0385	0.8612	0.0128	0.0057	0	0.824	1.1992	0.4025	4.49	1.01	5.51
